Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Participated in any competition?,Self-learning capability?,Extra-courses did,Olympiads,Reading and Writing Skills,Job or Higher Studies?,Managerial or Technical,Hard Worker or Smart Worker,Worked in teams ever?,Are you Introvert?,School Major,Favorite Subject at School,College Major,Favorite Subject at College,Skills,Hours working per day,Interested Subjects,Workshops,Certifications,Name of University,Alternate University,Suggested Job Role,Course of Study
94,70,10,1,0,4,1,0,2,Higher Studies,Managerial,Hard Worker,0,1,Biology,english,Pre-engineering,maths,development,10,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
73,94,8,1,1,4,1,1,2,Job,Technical,Hard Worker,0,1,Biology,maths,Computer Science,physics,adaptability,8,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
64,73,5,1,1,5,1,1,1,Higher Studies,Managerial,Hard Worker,0,0,Biology,physics,Computer Science,computer,teamwork,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
92,88,6,1,1,3,0,1,5,Higher Studies,Managerial,Smart Worker,0,0,Biology,physics,Commerce,computer,teamwork,6,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
70,89,4,0,0,5,0,1,1,Higher Studies,Managerial,Smart Worker,0,0,Biology,english,Computer Science,computer,testing,4,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
93,83,7,1,1,5,1,0,1,Job,Technical,Smart Worker,0,1,Biology,maths,Pre-engineering,pakistan studies,decision making,7,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
70,60,9,1,0,3,0,0,2,Job,Managerial,Smart Worker,1,1,Biology,maths,Computer Science,english,decision making,9,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
65,83,7,0,0,5,0,0,4,Higher Studies,Managerial,Hard Worker,0,0,Biology,maths,Pre-engineering,maths,development,7,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
64,71,8,1,0,3,0,0,5,Higher Studies,Technical,Hard Worker,0,0,Computer,maths,Computer Science,computer,decision making,8,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
79,84,10,0,0,4,0,1,3,Higher Studies,Technical,Smart Worker,0,1,Computer,maths,Computer Science,maths,programming,10,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
94,65,6,1,1,3,1,0,5,Job,Technical,Hard Worker,0,0,Computer,physics,Pre-engineering,computer,development,6,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
72,65,6,1,1,5,1,0,3,Job,Managerial,Smart Worker,1,0,Computer,maths,Pre-engineering,maths,adaptability,6,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
60,78,10,0,0,5,0,1,3,Higher Studies,Managerial,Smart Worker,0,1,Computer,maths,Pre-engineering,chemistry,testing,10,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
69,62,5,0,0,4,1,1,4,Higher Studies,Technical,Hard Worker,1,1,Computer,maths,Computer Science,pyhsics,teamwork,5,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
83,92,12,1,1,1,0,1,5,Job,Managerial,Smart Worker,0,0,Computer,maths,Pre-engineering,computer,development,12,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
76,82,12,1,1,2,0,1,4,Job,Technical,Hard Worker,1,0,Computer,maths,Computer Science,physics,testing,12,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
94,92,10,0,0,3,1,0,1,Job,Managerial,Smart Worker,1,1,Biology,maths,Pre-engineering,maths,decision making,10,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
81,74,8,1,0,1,0,1,1,Job,Technical,Smart Worker,0,0,Computer,maths,Computer Science,computer,decision making,8,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
89,88,6,0,0,5,1,1,4,Higher Studies,Managerial,Smart Worker,1,1,Biology,urdu,Computer Science,maths,programming,6,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
94,61,8,1,0,4,1,0,4,Higher Studies,Managerial,Smart Worker,1,0,Computer,maths,Humanities,physics,teamwork,8,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
63,90,10,0,0,5,1,0,1,Higher Studies,Managerial,Smart Worker,0,0,Biology,computer,Humanities,computer,programming,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
66,78,10,0,0,5,0,1,1,Job,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,computer,development,10,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
72,60,12,1,1,2,1,0,4,Job,Managerial,Smart Worker,1,0,Biology,physics,Computer Science,pakistan studies,testing,12,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
85,67,8,1,0,5,1,0,1,Job,Managerial,Hard Worker,0,0,Biology,computer,Computer Science,english,teamwork,8,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
79,72,11,1,1,4,1,0,3,Higher Studies,Technical,Hard Worker,1,0,Biology,maths,Pre-engineering,maths,programming,11,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
94,89,5,0,0,2,1,1,3,Higher Studies,Managerial,Smart Worker,1,0,Computer,english,Computer Science,computer,teamwork,5,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
64,73,11,1,1,3,0,1,1,Job,Managerial,Smart Worker,1,0,Computer,maths,Pre-engineering,maths,programming,11,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
93,87,12,1,1,2,0,1,4,Higher Studies,Technical,Smart Worker,1,1,Computer,computer,Pre-engineering,computer,development,12,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
80,83,5,1,0,4,1,1,1,Higher Studies,Technical,Smart Worker,1,0,Biology,physics,Pre-engineering,maths,programming,5,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
88,92,11,1,0,4,1,1,2,Higher Studies,Technical,Smart Worker,1,1,Computer,physics,Pre-engineering,chemistry,teamwork,11,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
87,62,8,1,0,4,1,0,1,Higher Studies,Technical,Hard Worker,0,0,Biology,english,Pre-engineering,pyhsics,programming,8,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
62,89,7,0,0,4,1,1,3,Job,Managerial,Smart Worker,0,0,Biology,maths,Pre-engineering,maths,development,7,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
88,72,9,1,0,4,0,0,3,Higher Studies,Technical,Hard Worker,1,1,Computer,maths,Pre-engineering,maths,adaptability,9,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
71,84,5,1,0,3,1,0,1,Job,Managerial,Smart Worker,1,1,Biology,maths,Computer Science,physics,decision making,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
92,75,6,1,1,3,0,0,3,Higher Studies,Managerial,Hard Worker,0,0,Computer,maths,Computer Science,english,testing,6,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
73,82,8,1,1,3,0,1,1,Higher Studies,Managerial,Smart Worker,0,1,Computer,maths,Computer Science,english,programming,8,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
62,83,4,0,0,4,0,0,4,Higher Studies,Technical,Hard Worker,1,1,Biology,chemistry,Computer Science,maths,testing,4,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
84,67,4,1,0,5,0,1,4,Higher Studies,Managerial,Smart Worker,0,1,Computer,english,Pre-engineering,english,teamwork,4,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
83,65,6,1,0,4,0,0,3,Higher Studies,Technical,Hard Worker,0,1,Computer,pakistan studies,Pre-engineering,physics,adaptability,6,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
94,73,7,1,0,4,0,1,3,Higher Studies,Managerial,Smart Worker,0,1,Biology,english,Computer Science,english,testing,7,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
80,75,11,1,0,4,1,1,5,Higher Studies,Managerial,Smart Worker,0,1,Biology,maths,Computer Science,computer,programming,11,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
69,85,9,0,0,4,0,0,2,Higher Studies,Managerial,Hard Worker,1,0,Computer,physics,Computer Science,english,adaptability,9,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
81,73,11,1,0,4,1,0,4,Job,Technical,Smart Worker,0,1,Biology,maths,Computer Science,maths,development,11,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
84,75,10,0,0,4,0,1,5,Job,Managerial,Hard Worker,1,0,Biology,physics,Computer Science,physics,adaptability,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
91,82,10,1,1,4,1,0,4,Job,Managerial,Hard Worker,1,0,Biology,maths,Pre-engineering,physics,testing,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
81,73,10,1,0,4,1,0,1,Higher Studies,Managerial,Smart Worker,1,1,Computer,maths,Pre-engineering,english,teamwork,10,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
79,93,5,1,1,4,1,0,4,Higher Studies,Technical,Hard Worker,1,1,Biology,maths,Computer Science,maths,decision making,5,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
62,92,4,0,0,5,1,1,4,Job,Technical,Hard Worker,0,1,Biology,physics,Pre-engineering,maths,testing,4,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
86,87,8,1,0,4,0,0,4,Job,Managerial,Hard Worker,0,0,Biology,maths,Pre-engineering,maths,development,8,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
61,83,7,1,0,3,1,1,4,Job,Managerial,Smart Worker,0,0,Biology,urdu,Pre-engineering,computer,decision making,7,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
83,92,7,0,0,4,1,1,1,Higher Studies,Managerial,Hard Worker,0,1,Biology,maths,Pre-engineering,maths,development,7,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
88,71,10,1,1,5,1,0,3,Higher Studies,Technical,Hard Worker,1,1,Biology,maths,Pre-engineering,computer,development,10,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
68,83,6,0,0,3,0,0,4,Job,Technical,Hard Worker,1,1,Biology,physics,Pre-engineering,maths,development,6,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
88,69,5,0,0,3,1,0,3,Job,Technical,Smart Worker,1,0,Biology,english,Computer Science,maths,development,5,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
76,68,5,0,0,2,0,0,5,Higher Studies,Technical,Hard Worker,0,1,Biology,english,Computer Science,maths,adaptability,5,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
76,89,9,1,1,4,1,0,1,Job,Technical,Hard Worker,1,0,Biology,english,Computer Science,computer,teamwork,9,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
84,72,8,1,1,2,0,1,5,Job,Technical,Smart Worker,0,1,Computer,maths,Computer Science,maths,decision making,8,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
94,69,11,0,0,5,1,0,4,Higher Studies,Managerial,Hard Worker,1,1,Biology,physics,Computer Science,physics,testing,11,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
62,61,9,0,0,3,1,1,3,Job,Managerial,Smart Worker,1,1,Biology,physics,Pre-engineering,maths,testing,9,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
67,60,4,0,0,2,1,1,4,Higher Studies,Managerial,Smart Worker,1,0,Biology,english,Pre-engineering,urdu,decision making,4,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
64,70,5,0,0,2,0,0,1,Job,Managerial,Hard Worker,1,0,Biology,maths,Computer Science,maths,programming,5,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
87,68,11,0,0,2,1,1,2,Job,Managerial,Smart Worker,0,0,Computer,maths,Computer Science,computer,decision making,11,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
86,85,7,1,1,5,0,0,4,Higher Studies,Managerial,Hard Worker,1,1,Computer,maths,Computer Science,computer,decision making,7,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
82,87,4,1,0,4,1,1,2,Higher Studies,Managerial,Smart Worker,0,1,Computer,maths,Computer Science,accounting,decision making,4,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
74,75,7,1,0,2,0,0,2,Job,Technical,Smart Worker,1,1,Computer,maths,Computer Science,computer,teamwork,7,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
70,66,9,0,0,4,1,1,1,Job,Managerial,Hard Worker,1,0,Computer,physics,Pre-engineering,islamic studies,teamwork,9,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
66,77,6,1,0,4,0,1,3,Job,Technical,Smart Worker,1,0,Biology,maths,Pre-engineering,english,development,6,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
78,87,10,0,0,3,0,0,5,Higher Studies,Technical,Hard Worker,0,0,Computer,maths,Computer Science,maths,programming,10,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
87,60,4,1,1,2,1,0,5,Job,Technical,Smart Worker,0,1,Biology,maths,Pre-engineering,computer,testing,4,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
65,60,9,1,1,1,0,0,1,Job,Managerial,Smart Worker,0,1,Computer,maths,Pre-engineering,computer,decision making,9,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
86,64,8,0,0,4,0,0,1,Job,Technical,Hard Worker,1,0,Biology,maths,Pre-engineering,pakistan studies,adaptability,8,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
73,81,4,1,0,1,1,1,2,Job,Technical,Smart Worker,0,0,Biology,maths,Pre-engineering,english,programming,4,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
63,60,12,1,1,3,1,0,1,Job,Technical,Smart Worker,1,0,Biology,maths,Pre-engineering,maths,development,12,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
69,89,11,0,0,3,0,0,3,Job,Technical,Smart Worker,1,1,Biology,urdu,Pre-engineering,computer,programming,11,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,92,4,1,1,3,1,1,3,Higher Studies,Technical,Smart Worker,1,0,Biology,maths,Computer Science,maths,programming,4,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
72,74,6,1,1,2,0,1,1,Higher Studies,Technical,Smart Worker,0,0,Computer,computer,Pre-engineering,computer,testing,6,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
76,76,10,1,0,3,1,1,3,Job,Managerial,Smart Worker,1,1,Computer,maths,Computer Science,maths,testing,10,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
89,90,12,1,1,3,1,1,4,Higher Studies,Technical,Smart Worker,1,1,Computer,physics,Computer Science,chemistry,development,12,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
85,84,10,1,1,1,0,1,2,Job,Managerial,Smart Worker,1,0,Biology,computer,Computer Science,pyhsics,development,10,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
75,77,5,0,0,3,1,0,3,Job,Managerial,Smart Worker,1,1,Computer,maths,Computer Science,computer,adaptability,5,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
81,61,7,0,0,3,1,1,3,Job,Technical,Smart Worker,0,1,Biology,english,Pre-engineering,physics,development,7,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
68,64,10,1,1,1,1,0,4,Higher Studies,Technical,Smart Worker,0,1,Biology,maths,Pre-engineering,maths,programming,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
85,83,12,1,0,2,0,0,2,Job,Technical,Hard Worker,0,1,Computer,computer,Computer Science,computer,programming,12,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
82,91,6,1,0,1,0,0,3,Job,Technical,Hard Worker,1,1,Biology,physics,Pre-engineering,maths,teamwork,6,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
70,73,8,0,0,1,0,0,4,Job,Technical,Hard Worker,1,0,Computer,physics,Pre-engineering,physics,programming,8,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
71,78,5,1,1,3,0,1,5,Higher Studies,Managerial,Hard Worker,0,1,Computer,english,Pre-engineering,computer,testing,5,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
76,75,7,0,0,2,0,0,1,Job,Managerial,Smart Worker,1,1,Biology,maths,Pre-engineering,islamic studies,programming,7,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
92,65,9,1,1,1,0,1,3,Higher Studies,Technical,Smart Worker,0,0,Computer,maths,Pre-engineering,english,adaptability,9,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
62,78,6,0,0,4,1,1,5,Higher Studies,Technical,Smart Worker,0,0,Computer,maths,Pre-engineering,maths,programming,6,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
74,88,9,1,1,1,0,0,4,Higher Studies,Managerial,Smart Worker,1,1,Biology,maths,Computer Science,computer,decision making,9,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
93,88,8,1,0,3,0,1,3,Higher Studies,Technical,Hard Worker,1,0,Biology,maths,Computer Science,computer,testing,8,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
67,93,5,1,0,3,0,0,1,Job,Managerial,Smart Worker,1,1,Computer,chemistry,Pre-engineering,pakistan studies,testing,5,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
78,81,10,0,0,3,1,0,1,Job,Technical,Smart Worker,1,1,Biology,english,Pre-engineering,english,development,10,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
71,87,7,1,1,2,0,1,1,Job,Managerial,Hard Worker,0,1,Biology,pakistan studies,Commerce,maths,programming,7,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
83,78,4,0,0,3,0,0,4,Higher Studies,Managerial,Hard Worker,0,0,Biology,english,Pre-engineering,computer,development,4,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
87,78,10,0,0,3,1,0,3,Higher Studies,Technical,Hard Worker,1,1,Computer,maths,Pre-engineering,maths,testing,10,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
72,60,12,0,0,1,1,0,1,Job,Managerial,Hard Worker,0,0,Biology,physics,Pre-engineering,computer,teamwork,12,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
82,91,4,1,0,3,1,1,1,Higher Studies,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,maths,adaptability,4,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
92,84,5,1,1,4,0,1,3,Higher Studies,Technical,Hard Worker,0,0,Biology,physics,Pre-engineering,chemistry,teamwork,5,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
66,77,12,1,1,4,0,1,1,Higher Studies,Technical,Hard Worker,1,1,Biology,maths,Computer Science,pyhsics,decision making,12,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
